age;job;marital;education;balance;housing;loan;contact;duration;campaign;result
53;blue-collar;married;primary;787;1;1;cellular;119;2;0
32;technician;married;secondary;150;0;1;cellular;231;2;0
33;technician;married;tertiary;35;0;0;cellular;346;4;0
45;self-employed;married;primary;1288;0;0;cellular;399;6;0
56;blue-collar;married;secondary;317;0;0;cellular;112;7;0
45;technician;married;tertiary;970;0;0;cellular;216;4;0
32;technician;single;secondary;-23;0;1;cellular;152;5;0
34;housemaid;married;secondary;1969;0;0;cellular;252;4;0
37;management;single;tertiary;200;0;0;cellular;259;4;0
40;technician;married;secondary;998;0;0;cellular;133;7;0
56;technician;married;secondary;1093;0;0;cellular;89;4;0
51;management;married;tertiary;15904;0;0;cellular;504;4;0
45;blue-collar;married;secondary;1583;1;0;cellular;84;7;0
35;entrepreneur;married;tertiary;753;0;0;cellular;187;4;0
38;management;divorced;tertiary;112;1;0;cellular;266;4;0
36;management;married;tertiary;812;0;0;cellular;99;4;0
50;housemaid;married;primary;152;0;0;cellular;107;4;0
52;blue-collar;married;primary;1515;0;0;cellular;20;4;0
45;blue-collar;married;secondary;9680;0;0;cellular;89;4;0
30;management;married;tertiary;3330;0;0;cellular;109;6;0
51;blue-collar;married;primary;0;0;0;cellular;228;6;0
48;admin.;married;secondary;1403;0;0;cellular;76;2;0
39;management;married;tertiary;2666;0;0;cellular;96;2;0
45;entrepreneur;married;tertiary;169;0;0;cellular;391;4;0
32;management;single;tertiary;4291;0;0;cellular;1321;9;1
57;technician;married;tertiary;6822;0;0;cellular;797;2;1
50;blue-collar;married;secondary;1176;0;0;cellular;281;2;0
30;technician;single;secondary;1;0;0;cellular;407;4;0
36;technician;married;secondary;0;0;0;cellular;171;2;0
49;blue-collar;married;primary;0;1;0;cellular;76;3;0
50;blue-collar;married;unknown;123;1;0;cellular;276;2;0
56;self-employed;married;secondary;445;0;0;cellular;59;2;0
55;retired;married;primary;173;0;0;cellular;168;2;0
37;management;married;tertiary;489;1;0;cellular;205;5;0
32;management;single;tertiary;577;0;0;cellular;101;2;0
60;blue-collar;married;primary;3462;0;0;cellular;125;2;0
32;management;married;tertiary;1966;0;0;cellular;436;4;0
48;technician;single;secondary;309;0;0;cellular;190;2;0
48;blue-collar;married;secondary;1791;0;0;cellular;63;2;0
53;self-employed;married;tertiary;20;1;0;cellular;218;2;0
45;entrepreneur;married;tertiary;770;0;0;cellular;65;2;0
53;management;married;tertiary;349;0;0;cellular;146;2;0
60;services;married;tertiary;6557;0;0;cellular;214;2;0
56;services;married;secondary;4719;1;1;cellular;82;4;0
33;management;married;tertiary;3915;0;0;cellular;65;4;0
33;management;single;tertiary;1308;0;0;cellular;194;6;0
37;technician;married;tertiary;5239;0;0;cellular;67;2;0
37;technician;divorced;secondary;5733;1;0;cellular;105;4;0
53;blue-collar;married;primary;1388;0;0;cellular;139;4;0
40;technician;married;secondary;192;0;0;cellular;266;2;0
37;blue-collar;married;tertiary;359;0;1;cellular;3422;2;0
36;technician;single;secondary;333;0;0;cellular;44;2;0
57;admin.;married;tertiary;46;0;0;cellular;238;2;0
44;management;divorced;tertiary;71;1;0;cellular;142;2;0
44;technician;married;secondary;1371;0;0;cellular;159;3;0
34;management;married;tertiary;834;0;0;cellular;182;2;0
55;admin.;married;secondary;2430;1;0;cellular;231;2;0
51;management;married;tertiary;2125;0;1;cellular;20;2;0
47;services;married;primary;675;0;0;cellular;152;2;0
57;management;married;tertiary;320;0;0;cellular;76;2;0
31;technician;single;secondary;754;0;0;cellular;145;2;0
57;management;married;tertiary;4547;0;0;cellular;314;4;0
41;self-employed;married;tertiary;231;0;0;cellular;352;2;1
46;admin.;married;secondary;22;1;0;cellular;414;4;0
58;retired;married;secondary;225;0;0;cellular;122;6;0
35;management;married;tertiary;416;0;0;cellular;163;4;0
61;housemaid;married;tertiary;746;0;0;cellular;108;4;0
33;technician;single;secondary;1500;0;0;cellular;133;4;0
57;retired;married;secondary;4490;0;0;cellular;101;2;0
51;retired;married;secondary;0;0;0;cellular;131;4;0
46;technician;married;secondary;2098;0;0;cellular;110;2;0
35;technician;single;tertiary;632;0;0;cellular;141;1;0
30;management;married;tertiary;0;0;0;cellular;74;1;0
31;management;single;tertiary;53;1;0;cellular;165;3;0
31;technician;single;tertiary;319;0;1;cellular;446;1;0
59;management;divorced;tertiary;1002;0;0;cellular;201;2;0
48;management;single;tertiary;399;0;1;cellular;126;1;0
50;technician;married;secondary;3176;0;0;cellular;670;1;1
56;retired;married;secondary;255;0;0;cellular;481;1;0
55;blue-collar;married;primary;7303;1;0;cellular;166;3;0
46;technician;divorced;secondary;-824;1;0;cellular;429;3;1
33;management;married;tertiary;584;1;0;cellular;269;3;0
56;blue-collar;married;primary;1214;0;1;cellular;105;1;0
31;management;married;tertiary;676;0;0;cellular;1182;1;1
41;self-employed;single;tertiary;0;0;0;cellular;408;1;0
57;retired;married;secondary;256;0;0;cellular;198;4;0
55;services;married;secondary;224;0;0;cellular;180;3;0
42;housemaid;married;primary;83;0;1;cellular;184;1;0
43;management;married;tertiary;-334;1;0;cellular;291;1;0
52;management;divorced;tertiary;-803;1;0;cellular;131;3;0
45;management;married;secondary;724;1;1;cellular;117;1;0
40;management;divorced;tertiary;1038;0;0;cellular;162;5;0
34;management;married;tertiary;2611;0;0;cellular;235;8;0
49;technician;divorced;secondary;790;1;0;cellular;324;3;0
36;technician;single;secondary;651;0;0;cellular;876;1;1
36;management;single;tertiary;0;1;1;cellular;122;5;0
33;technician;single;secondary;-479;0;0;cellular;235;1;0
31;blue-collar;married;primary;196;0;0;cellular;248;1;0
33;management;married;tertiary;5;1;0;unknown;12;1;0
35;management;married;tertiary;15298;0;0;cellular;642;3;0
44;management;married;tertiary;10950;1;0;cellular;84;1;0
45;technician;divorced;secondary;2657;0;0;cellular;895;3;1
56;retired;married;secondary;1956;0;0;cellular;126;2;0
32;technician;single;secondary;554;0;0;cellular;520;3;0
34;technician;single;secondary;0;0;0;cellular;181;3;0
59;services;married;primary;927;0;0;cellular;1934;2;0
36;management;married;tertiary;2813;1;0;cellular;88;3;0
50;blue-collar;married;secondary;283;1;0;cellular;226;3;0
33;management;single;tertiary;605;0;0;cellular;452;3;0
48;technician;married;secondary;127;0;1;cellular;524;5;0
45;technician;married;secondary;760;0;0;cellular;95;2;0
31;management;married;secondary;55;0;0;cellular;124;3;0
45;services;married;secondary;1181;1;0;cellular;141;3;0
43;technician;married;tertiary;5145;0;0;cellular;51;7;0
32;services;married;secondary;3360;1;1;cellular;365;5;0
41;management;married;tertiary;3831;1;0;cellular;243;7;0
32;management;single;tertiary;474;1;0;cellular;90;3;0
35;technician;married;secondary;374;1;1;telephone;72;5;0
59;retired;married;primary;6;0;0;cellular;448;3;0
53;management;married;tertiary;1945;0;0;telephone;262;7;0
32;management;single;tertiary;312;0;0;cellular;37;3;0
51;admin.;married;secondary;101;0;0;cellular;217;3;0
36;management;single;tertiary;227;0;1;cellular;336;4;0
56;retired;married;primary;3149;0;0;cellular;142;3;0
54;services;married;primary;1059;0;0;cellular;147;3;0
42;technician;married;secondary;219;1;1;cellular;186;3;0
34;technician;single;secondary;649;0;0;cellular;124;3;0
45;blue-collar;married;primary;1192;0;0;cellular;260;3;0
30;technician;married;tertiary;0;0;0;cellular;111;5;0
46;services;married;secondary;678;0;0;cellular;96;3;0
47;blue-collar;married;primary;0;0;0;cellular;293;4;0
33;technician;single;secondary;5235;0;0;cellular;67;3;0
34;technician;married;secondary;7487;0;0;cellular;534;2;0
40;technician;married;tertiary;162;0;0;cellular;256;3;0
41;management;married;tertiary;768;0;0;cellular;229;3;0
54;management;married;tertiary;2819;0;0;cellular;123;3;0
38;technician;married;secondary;740;0;0;cellular;259;3;0
33;technician;married;secondary;2376;0;0;cellular;278;3;0
48;services;married;secondary;0;0;0;cellular;163;5;0
37;management;single;tertiary;171;1;1;cellular;250;3;0
50;blue-collar;married;primary;506;1;0;telephone;430;4;0
33;technician;divorced;secondary;801;0;0;cellular;341;5;1
51;housemaid;married;primary;1138;0;0;cellular;265;3;0
49;blue-collar;married;primary;2316;0;0;telephone;35;4;0
55;technician;married;tertiary;1097;1;0;cellular;191;4;0
56;blue-collar;married;primary;0;0;0;cellular;152;6;0
56;retired;married;secondary;654;0;1;cellular;93;4;0
34;management;married;tertiary;5334;0;0;cellular;385;4;0
37;management;single;tertiary;410;0;0;cellular;542;3;0
32;management;married;tertiary;183;1;0;cellular;112;3;0
33;technician;married;secondary;6419;0;0;cellular;419;3;0
30;technician;single;secondary;0;0;0;cellular;82;3;0
34;technician;married;tertiary;555;1;0;cellular;144;18;0
43;management;married;tertiary;248;0;0;cellular;229;4;0
53;services;married;secondary;1713;1;0;cellular;160;3;0
52;admin.;married;secondary;5122;0;1;cellular;218;7;0
34;unemployed;married;tertiary;0;0;0;cellular;201;6;0
48;admin.;married;secondary;2;0;0;cellular;152;6;0
48;blue-collar;married;primary;174;1;1;cellular;36;8;0
52;technician;divorced;secondary;5102;0;0;cellular;117;2;0
37;technician;single;secondary;3;1;0;cellular;90;5;0
47;self-employed;married;secondary;231;0;0;cellular;88;2;0
53;management;married;tertiary;2327;0;0;cellular;94;2;0
33;management;married;tertiary;2126;0;0;cellular;174;2;0
32;technician;single;tertiary;449;0;0;cellular;231;2;0
31;entrepreneur;single;secondary;37;0;0;cellular;73;2;0
35;management;married;tertiary;-4;0;0;cellular;129;2;0
30;services;single;tertiary;1785;0;0;cellular;108;2;0
41;technician;married;tertiary;1517;0;0;cellular;193;3;1
47;management;married;secondary;7;0;0;cellular;175;2;0
44;technician;married;secondary;326;1;0;cellular;108;2;0
58;unknown;married;secondary;208;0;0;cellular;121;2;0
51;blue-collar;married;primary;507;1;0;cellular;85;2;0
31;management;single;tertiary;18;0;0;cellular;82;2;0
33;housemaid;married;primary;0;0;0;cellular;138;2;0
37;technician;single;secondary;980;0;0;cellular;1306;5;1
58;management;married;tertiary;648;0;0;cellular;110;2;0
60;management;married;tertiary;73;0;0;telephone;243;2;1
45;management;married;tertiary;5450;0;0;cellular;188;2;0
44;unemployed;married;tertiary;178;0;0;cellular;126;2;0
36;management;married;tertiary;162;1;0;cellular;75;2;0
52;blue-collar;married;secondary;409;0;0;cellular;137;2;0
41;technician;married;secondary;2123;0;0;cellular;130;2;0
52;blue-collar;married;secondary;900;0;0;cellular;117;2;0
34;technician;single;secondary;161;0;1;cellular;61;2;0
55;retired;married;primary;2325;1;1;telephone;87;7;0
32;technician;married;secondary;9608;0;0;cellular;114;4;0
34;management;married;tertiary;38;0;0;cellular;52;11;0
50;blue-collar;married;primary;-98;0;1;cellular;550;2;0
45;blue-collar;married;secondary;162;0;0;cellular;130;2;0
31;management;single;tertiary;30;0;0;cellular;161;2;0
32;technician;married;secondary;3333;0;0;cellular;50;4;0
31;technician;married;secondary;659;1;0;cellular;135;2;0
57;services;married;primary;2893;0;0;cellular;207;2;0
53;services;married;tertiary;-3;0;0;cellular;133;2;0
32;management;single;tertiary;0;0;0;cellular;282;4;0
56;management;divorced;tertiary;66721;0;0;cellular;442;2;0
31;blue-collar;married;secondary;379;0;0;cellular;299;5;0
31;management;single;tertiary;2978;1;0;cellular;146;2;0
51;blue-collar;married;primary;872;0;0;cellular;82;2;0
32;technician;single;tertiary;5204;0;0;cellular;31;2;0
41;technician;single;secondary;413;1;1;cellular;292;2;0
60;housemaid;married;secondary;1361;0;0;cellular;161;2;0
32;management;married;tertiary;1388;0;0;cellular;161;6;0
47;unemployed;married;secondary;1108;0;0;cellular;169;2;0
52;blue-collar;married;secondary;1493;0;0;cellular;94;2;0
42;entrepreneur;married;tertiary;42045;0;0;cellular;205;2;0
38;unemployed;married;secondary;5177;0;0;cellular;102;2;0
33;management;married;tertiary;2071;0;0;cellular;106;2;0
53;technician;married;tertiary;3177;0;0;cellular;92;2;0
31;technician;single;tertiary;6;0;0;cellular;243;2;0
57;blue-collar;married;unknown;1463;0;0;cellular;163;2;0
60;retired;married;secondary;345;1;1;cellular;129;6;0
33;technician;married;secondary;-163;1;1;cellular;502;2;0
47;technician;divorced;secondary;84;0;0;cellular;49;2;0
34;management;married;tertiary;-218;1;0;cellular;126;2;0
50;blue-collar;married;primary;1064;1;0;cellular;31;2;0
34;technician;single;tertiary;370;1;0;cellular;155;2;0
33;technician;single;secondary;5833;1;0;cellular;93;2;0
48;entrepreneur;married;tertiary;0;0;1;cellular;85;9;0
47;management;married;tertiary;902;0;0;cellular;75;3;0
37;technician;married;secondary;180;0;0;cellular;215;2;0
41;management;married;tertiary;881;0;0;cellular;75;2;0
36;management;divorced;tertiary;8119;0;1;cellular;118;2;0
33;management;single;tertiary;1909;0;0;cellular;191;2;0
35;management;married;secondary;674;0;0;cellular;87;2;0
30;technician;single;tertiary;2427;0;0;cellular;261;2;0
31;entrepreneur;married;tertiary;1216;0;0;cellular;150;4;0
40;technician;married;secondary;581;1;0;cellular;258;2;0
37;technician;married;secondary;630;0;0;cellular;241;6;0
33;management;married;tertiary;530;1;0;cellular;94;2;0
49;admin.;married;secondary;2116;0;0;cellular;109;3;0
52;management;married;tertiary;1209;0;0;cellular;97;4;0
31;technician;married;tertiary;1503;1;1;cellular;257;2;0
47;services;married;secondary;405;0;1;cellular;994;2;1
50;services;married;primary;1903;0;0;cellular;175;2;0
30;technician;single;secondary;958;0;0;cellular;112;2;0
36;management;married;tertiary;369;0;0;cellular;75;2;0
46;management;married;tertiary;1808;0;0;cellular;172;2;0
46;technician;married;secondary;1975;1;0;cellular;41;2;0
47;management;married;secondary;7;0;0;telephone;53;2;0
57;unknown;married;primary;900;0;0;cellular;169;4;0
39;management;married;tertiary;3590;0;0;cellular;198;2;0
32;management;married;tertiary;500;0;0;cellular;151;4;0
35;management;married;tertiary;82;0;0;cellular;507;4;1
41;self-employed;married;secondary;0;0;0;cellular;197;2;0
35;management;single;tertiary;181;1;0;cellular;130;4;0
52;blue-collar;married;secondary;331;0;0;cellular;84;4;0
37;management;married;tertiary;578;1;0;cellular;401;4;0
42;self-employed;married;tertiary;0;0;0;cellular;118;6;0
47;blue-collar;married;secondary;8229;0;0;cellular;784;2;1
46;self-employed;married;primary;107;1;0;cellular;109;6;0
32;management;divorced;tertiary;5550;1;0;cellular;89;4;0
52;housemaid;married;primary;135;0;0;cellular;172;9;0
34;management;married;tertiary;1352;0;0;cellular;265;2;0
31;technician;married;secondary;172;0;0;cellular;151;2;0
33;management;married;tertiary;1585;0;0;cellular;183;2;0
33;management;single;tertiary;238;0;0;cellular;80;2;0
33;technician;single;secondary;671;0;0;cellular;45;2;0
35;management;single;tertiary;2975;0;0;cellular;249;2;0
34;management;married;tertiary;101;0;0;cellular;472;2;0
34;management;divorced;tertiary;221;0;0;cellular;150;2;0
50;entrepreneur;married;secondary;2731;0;0;cellular;111;2;0
30;technician;single;secondary;224;1;0;cellular;298;2;0
38;management;married;tertiary;328;0;0;cellular;230;2;0
32;technician;single;tertiary;1150;0;0;cellular;31;2;0
55;management;married;tertiary;6880;0;0;cellular;353;2;0
44;management;single;tertiary;1424;1;0;cellular;201;2;0
52;unemployed;married;secondary;2142;0;0;cellular;104;2;0
52;technician;married;secondary;172;1;1;cellular;75;2;0
59;blue-collar;married;secondary;12928;0;0;cellular;66;2;0
31;technician;married;tertiary;311;0;1;cellular;385;2;0
60;technician;single;tertiary;2934;0;0;cellular;233;2;0
37;management;married;tertiary;3288;0;0;cellular;124;2;0
60;blue-collar;married;secondary;1433;0;0;cellular;124;4;0
47;blue-collar;married;primary;17;0;0;cellular;121;2;0
57;admin.;married;primary;853;1;0;cellular;86;4;0
39;self-employed;divorced;tertiary;0;0;0;cellular;34;2;0
30;management;married;tertiary;105;0;0;cellular;112;2;0
43;management;married;tertiary;6;0;0;cellular;324;2;0
47;unknown;married;secondary;74;0;0;cellular;88;2;0
45;technician;married;secondary;581;0;0;cellular;156;2;0
41;technician;married;secondary;187;0;0;cellular;387;2;0
39;management;married;tertiary;947;0;0;cellular;124;2;0
38;management;married;tertiary;179;0;0;unknown;317;4;1
51;entrepreneur;married;primary;805;1;0;cellular;132;4;0
58;retired;married;primary;-257;1;1;cellular;163;2;0
53;unemployed;divorced;tertiary;0;1;1;cellular;140;2;0
49;entrepreneur;married;primary;10772;0;0;cellular;89;2;0
41;technician;married;tertiary;6961;0;0;cellular;235;2;0
40;technician;single;secondary;8259;0;0;cellular;254;4;0
34;technician;single;secondary;19348;1;0;cellular;316;2;0
41;technician;single;secondary;43;0;0;cellular;420;2;0
34;technician;married;secondary;134;0;0;cellular;104;4;0
32;technician;married;tertiary;3939;0;0;cellular;209;2;0
33;technician;married;secondary;390;1;0;cellular;151;2;0
46;services;married;secondary;1034;0;0;cellular;109;2;0
33;management;married;tertiary;1047;0;0;cellular;512;4;1
35;management;single;tertiary;252;1;0;cellular;89;2;0
44;technician;single;secondary;7138;0;0;cellular;809;2;1
55;self-employed;married;primary;0;0;0;cellular;138;2;0
31;self-employed;married;tertiary;1015;0;0;cellular;112;2;0
34;management;married;tertiary;63;0;0;cellular;94;2;0
34;technician;single;secondary;1076;0;0;cellular;70;2;0
38;technician;single;secondary;1788;0;0;cellular;391;2;0
31;management;single;tertiary;165;0;1;cellular;523;2;1
34;management;married;tertiary;-16;0;0;cellular;108;2;0
31;management;single;tertiary;9506;0;0;cellular;321;2;0
55;retired;married;primary;1821;0;0;cellular;224;2;0
31;technician;single;tertiary;2744;1;0;cellular;309;2;0
57;services;married;secondary;504;0;0;cellular;177;2;0
45;technician;married;tertiary;3168;0;0;cellular;109;2;0
33;technician;single;tertiary;340;0;0;cellular;348;2;0
35;management;married;tertiary;3161;0;0;cellular;433;2;0
50;technician;married;secondary;315;0;0;cellular;363;10;0
33;management;married;tertiary;2604;0;0;cellular;167;2;0
45;management;divorced;tertiary;2406;0;0;cellular;248;2;0
42;technician;married;tertiary;-805;0;0;cellular;103;6;0
46;blue-collar;married;primary;1596;0;0;cellular;417;2;0
32;management;single;tertiary;28;0;0;cellular;111;2;0
47;technician;divorced;tertiary;8422;0;0;cellular;200;4;0
31;admin.;married;secondary;88;1;1;cellular;189;2;0
45;blue-collar;married;secondary;827;1;1;cellular;201;2;0
50;management;married;tertiary;290;0;1;cellular;50;2;0
54;management;divorced;tertiary;-125;0;1;cellular;107;2;0
50;blue-collar;married;secondary;0;0;0;cellular;192;2;0
57;admin.;married;secondary;3242;0;0;cellular;521;4;0
51;blue-collar;married;secondary;700;0;0;cellular;237;4;0
37;management;married;tertiary;478;0;0;cellular;95;2;0
45;management;married;tertiary;4877;1;0;cellular;172;2;0
30;management;single;tertiary;0;0;0;cellular;88;5;0
32;technician;single;secondary;4843;0;0;cellular;63;4;0
38;technician;single;secondary;4359;0;0;cellular;170;2;0
31;management;single;tertiary;37;0;0;cellular;669;2;1
55;management;married;tertiary;171;1;0;cellular;73;6;0
32;technician;single;secondary;40;0;0;cellular;419;2;1
55;blue-collar;married;primary;9997;0;0;cellular;118;2;0
49;management;divorced;tertiary;10;0;0;cellular;169;2;0
47;management;married;tertiary;260;0;1;cellular;138;2;0
46;management;single;tertiary;-344;0;0;cellular;142;4;0
57;retired;married;tertiary;815;0;0;cellular;385;2;0
33;management;single;tertiary;59;1;0;cellular;215;4;0
33;technician;married;secondary;1264;0;1;cellular;100;6;0
46;technician;single;tertiary;2739;0;0;cellular;117;4;0
43;admin.;married;secondary;324;0;0;cellular;629;4;0
35;management;single;tertiary;75;0;1;cellular;82;11;0
49;admin.;married;secondary;1047;0;0;cellular;133;4;0
38;technician;married;tertiary;-1;0;0;cellular;188;4;0
44;management;married;tertiary;5581;0;0;cellular;202;2;0
35;entrepreneur;married;tertiary;2723;1;1;cellular;275;4;0
48;admin.;married;secondary;811;0;1;cellular;149;2;0
30;unemployed;married;secondary;221;0;0;cellular;61;4;0
50;management;married;secondary;3002;0;0;cellular;125;2;0
31;technician;married;secondary;535;0;0;cellular;81;2;0
40;management;married;tertiary;326;0;0;cellular;236;2;0
47;blue-collar;married;secondary;2215;0;0;cellular;194;4;0
42;technician;single;secondary;146;0;0;cellular;229;2;0
48;management;married;secondary;4415;1;0;cellular;148;6;0
34;technician;married;secondary;5266;0;0;cellular;140;4;0
59;housemaid;married;primary;116;0;0;cellular;129;4;0
59;technician;divorced;tertiary;0;0;0;cellular;124;4;0
30;management;single;tertiary;940;0;0;cellular;131;2;0
43;self-employed;married;primary;9304;0;0;cellular;362;4;0
31;technician;single;secondary;942;0;0;cellular;138;2;0
46;blue-collar;married;primary;222;0;0;cellular;71;2;0
33;technician;married;secondary;-534;1;1;cellular;16;7;0
30;technician;single;secondary;0;0;0;cellular;216;2;0
59;retired;divorced;secondary;93;0;1;cellular;108;2;0
35;technician;married;tertiary;944;0;0;cellular;351;2;0
46;admin.;married;secondary;2148;0;0;cellular;176;4;0
51;technician;married;secondary;19;0;1;cellular;160;4;0
41;management;married;tertiary;3353;0;0;cellular;51;2;0
38;management;single;tertiary;5244;0;0;cellular;310;4;0
47;management;single;tertiary;275;0;0;cellular;82;2;0
35;technician;married;secondary;46;0;0;cellular;404;4;0
32;technician;single;tertiary;1190;1;0;cellular;131;4;0
33;management;married;tertiary;2374;1;1;cellular;212;2;0
43;management;married;tertiary;21510;0;0;cellular;248;2;0
46;blue-collar;married;secondary;723;0;0;cellular;63;2;0
38;management;married;tertiary;1074;0;0;cellular;153;8;0
49;services;married;secondary;823;0;0;cellular;780;4;1
41;technician;single;secondary;2300;0;0;cellular;160;6;0
60;blue-collar;married;tertiary;759;0;0;cellular;255;2;0
52;services;married;primary;1625;0;0;cellular;459;2;1
35;technician;married;secondary;254;0;0;cellular;153;7;0
47;services;married;unknown;11;0;0;cellular;455;4;0
52;technician;married;secondary;3577;0;1;cellular;62;2;0
35;technician;divorced;secondary;213;0;0;cellular;46;2;0
30;management;single;tertiary;2900;0;0;cellular;147;2;0
51;services;married;primary;0;0;0;cellular;121;2;0
33;management;single;tertiary;308;1;0;cellular;97;4;0
35;self-employed;married;tertiary;1987;0;0;cellular;335;3;0
39;technician;single;secondary;316;0;0;cellular;100;1;0
37;management;married;tertiary;5016;0;0;cellular;119;1;0
32;technician;single;tertiary;881;0;0;cellular;79;1;0
38;technician;single;tertiary;523;0;0;cellular;388;1;0
40;technician;married;secondary;84;1;0;cellular;119;3;0
33;management;married;tertiary;2907;0;0;cellular;116;1;0
57;management;married;tertiary;1963;0;1;cellular;178;3;0
53;blue-collar;married;primary;1868;0;0;cellular;156;4;0
38;management;married;tertiary;484;1;0;cellular;173;8;0
47;housemaid;married;secondary;131;0;0;cellular;148;1;0
34;technician;single;tertiary;19;0;0;cellular;79;3;0
32;admin.;married;secondary;2711;0;0;cellular;193;1;0
32;housemaid;married;primary;3786;0;0;cellular;93;1;0
31;technician;married;tertiary;120;0;0;cellular;1000;1;1
32;admin.;single;tertiary;298;0;0;cellular;494;1;0
55;management;married;tertiary;223;0;0;cellular;273;5;0
55;management;married;tertiary;1909;0;0;cellular;167;1;0
39;entrepreneur;married;tertiary;745;0;0;cellular;88;1;0
39;management;married;tertiary;-468;1;1;cellular;88;2;0
35;housemaid;married;primary;77;0;0;cellular;191;1;0
40;management;married;tertiary;1468;0;0;cellular;63;2;0
40;technician;married;secondary;8844;0;0;cellular;204;1;0
33;technician;single;tertiary;6127;0;0;cellular;127;3;0
32;management;married;tertiary;0;0;0;cellular;83;1;0
39;technician;single;tertiary;1190;0;0;cellular;136;1;0
36;technician;married;tertiary;4388;0;0;cellular;52;3;0
57;management;married;tertiary;1171;0;0;cellular;448;5;0
49;blue-collar;married;secondary;1264;0;0;cellular;140;3;0
35;management;married;tertiary;2957;1;1;cellular;733;3;1
48;blue-collar;married;secondary;2083;0;0;cellular;88;3;0
40;housemaid;married;secondary;949;0;0;cellular;182;1;0
32;technician;single;secondary;483;0;0;cellular;580;3;1
52;unemployed;married;secondary;1639;0;0;cellular;93;1;0
48;services;married;secondary;801;0;0;cellular;80;1;0
31;management;married;tertiary;10088;0;0;cellular;72;6;0
34;management;single;tertiary;2455;0;0;cellular;244;6;0
31;management;single;tertiary;2;0;0;cellular;848;1;1
37;technician;single;secondary;274;0;0;cellular;173;3;0
44;technician;married;tertiary;1707;0;0;cellular;406;3;0
34;management;married;tertiary;832;0;0;cellular;229;4;0
54;services;married;secondary;196;0;0;cellular;604;4;0
32;entrepreneur;married;primary;795;0;0;cellular;131;3;0
36;technician;divorced;secondary;1;0;0;cellular;1242;3;1
59;retired;married;secondary;2768;0;1;cellular;94;5;0
41;management;single;secondary;800;0;0;cellular;899;2;0
34;management;single;tertiary;2093;0;0;cellular;371;6;0
43;technician;married;tertiary;591;1;0;cellular;889;2;0
54;technician;married;tertiary;98;0;0;cellular;420;4;0
31;technician;married;secondary;367;1;0;cellular;515;3;0
32;technician;married;secondary;167;1;1;cellular;79;3;0
46;technician;married;secondary;778;1;0;cellular;71;10;0
49;housemaid;married;tertiary;443;0;0;cellular;27;6;0
43;self-employed;married;tertiary;3003;0;0;cellular;358;3;0
53;management;married;tertiary;2385;0;0;cellular;498;8;0
38;management;single;tertiary;11971;1;0;cellular;327;3;0
30;management;single;tertiary;344;0;0;cellular;179;3;0
36;management;single;tertiary;2745;1;0;cellular;306;3;0
33;management;married;tertiary;571;0;0;cellular;390;2;0
46;management;married;tertiary;1103;1;0;cellular;209;3;0
31;management;married;tertiary;3897;1;0;cellular;231;3;0
39;management;married;tertiary;1795;0;0;cellular;922;7;1
46;management;married;tertiary;4;0;0;cellular;1206;4;1
49;technician;divorced;secondary;229;0;0;cellular;219;2;0
52;services;married;primary;432;0;0;cellular;424;4;0
46;housemaid;married;primary;269;0;0;cellular;188;5;0
47;blue-collar;married;primary;254;0;1;cellular;492;3;0
31;technician;single;secondary;2846;0;0;cellular;174;3;0
51;blue-collar;married;primary;257;0;0;cellular;453;4;0
47;housemaid;married;secondary;1765;0;0;cellular;59;3;0
46;blue-collar;married;primary;7982;0;0;cellular;263;5;0
47;admin.;married;secondary;73;0;0;cellular;57;3;0
43;management;married;tertiary;2759;1;1;cellular;329;2;0
33;management;married;tertiary;862;1;0;cellular;166;3;0
51;technician;divorced;tertiary;4596;0;0;cellular;334;5;0
57;retired;married;primary;243;0;0;cellular;108;4;0
34;technician;single;tertiary;449;0;0;cellular;765;3;0
31;technician;married;tertiary;344;0;0;cellular;62;3;0
35;management;married;tertiary;1650;0;0;cellular;885;5;0
41;management;married;tertiary;2127;0;0;cellular;120;7;0
48;blue-collar;married;primary;104;0;0;cellular;103;4;0
51;technician;married;secondary;1113;0;1;cellular;391;4;0
60;management;divorced;tertiary;581;1;0;cellular;89;2;0
41;housemaid;married;primary;365;0;0;cellular;203;5;0
34;management;married;tertiary;1433;0;0;cellular;170;3;0
61;housemaid;married;primary;368;0;0;cellular;62;3;0
36;unknown;married;secondary;179;0;0;cellular;14;8;0
37;housemaid;married;primary;189;0;0;cellular;148;4;0
30;technician;single;secondary;58;1;0;cellular;116;2;0
34;housemaid;married;primary;326;0;0;cellular;17;7;0
47;blue-collar;married;primary;233;0;0;cellular;293;3;0
50;management;single;tertiary;592;0;0;cellular;445;4;0
46;blue-collar;married;secondary;438;0;0;cellular;262;5;0
35;technician;single;tertiary;0;0;0;cellular;176;3;0
31;admin.;married;tertiary;323;0;0;cellular;120;3;0
51;blue-collar;married;primary;440;0;0;cellular;46;5;0
32;housemaid;married;primary;727;0;0;cellular;68;4;0
54;technician;married;secondary;1349;0;0;telephone;697;6;0
58;blue-collar;married;secondary;1894;0;0;cellular;153;6;0
31;housemaid;married;primary;0;1;0;cellular;57;7;0
32;technician;married;secondary;3275;0;0;cellular;326;4;0
44;management;divorced;tertiary;935;0;0;cellular;70;5;0
46;management;divorced;tertiary;1297;0;0;cellular;716;3;1
32;management;married;tertiary;312;0;0;cellular;67;4;0
